customer_phone,calls,any_port_out,any_30dacc,any_cleanup,any_callback,avg_drift,first_ts,last_ts
cust_36876f91320ef79d,1,0,0,1,0,0.35,2026-01-12 09:13:14,2026-01-12 09:13:14
cust_37339122e21bdb7e,1,0,0,1,1,0.35,2026-01-25 14:01:54,2026-01-25 14:01:54
cust_374a0abaee1060dc,1,0,0,1,0,0.35,2026-01-21 16:10:05,2026-01-21 16:10:05
cust_3b484124c8475ac8,1,0,0,1,1,0.35,2026-01-15 12:06:09,2026-01-15 12:06:09
cust_3bc476243297e826,1,0,0,1,1,0.35,2025-12-26 15:01:40,2025-12-26 15:01:40
cust_3c548a138f0407c6,1,1,0,0,1,0.35,2026-01-29 11:30:31,2026-01-29 11:30:31
cust_3f11bb2cac7650c4,1,0,0,1,0,0.35,2026-01-06 08:23:22,2026-01-06 08:23:22
cust_3f450d35df2dae1a,1,0,0,1,0,0.35,2025-12-14 19:23:55,2025-12-14 19:23:55
cust_3f704eeae61cd111,1,0,0,1,0,0.35,2026-01-20 10:00:49,2026-01-20 10:00:49
cust_42a35a494501cfb6,1,0,0,1,0,0.35,2025-12-01 14:43:12,2025-12-01 14:43:12
cust_430a030c6b6f3dd3,1,0,0,1,1,0.35,2025-11-04 13:56:58,2025-11-04 13:56:58
cust_45520eef4e1ba597,1,0,0,1,1,0.35,2026-01-16 16:42:06,2026-01-16 16:42:06
cust_459e68ff655eb60a,1,0,0,1,0,0.35,2026-01-29 21:04:42,2026-01-29 21:04:42
cust_45a96c6a67daa4a7,1,0,0,1,0,0.35,2026-01-12 09:12:40,2026-01-12 09:12:40
cust_4aa6afa9690baa1f,1,1,0,0,1,0.35,2026-01-06 10:08:05,2026-01-06 10:08:05
cust_4abc6856757b39a5,1,0,0,1,0,0.35,2025-11-12 16:42:30,2025-11-12 16:42:30
cust_4af85062f5f2de97,1,0,0,1,0,0.35,2025-12-10 11:21:46,2025-12-10 11:21:46
cust_4b1eb479f37a714a,1,1,0,0,1,0.35,2025-11-01 12:10:16,2025-11-01 12:10:16
cust_4c8c65754b5583f5,1,0,0,1,1,0.35,2026-01-08 12:40:26,2026-01-08 12:40:26
cust_4d383168e0cdb0e1,1,1,0,0,1,0.35,2026-01-13 13:18:50,2026-01-13 13:18:50
cust_4db538e77152bff3,1,0,0,1,1,0.35,2026-01-27 19:58:40,2026-01-27 19:58:40
cust_4f3746a37d3d0b43,1,0,0,1,0,0.35,2026-01-02 08:45:15,2026-01-02 08:45:15
cust_4f5acf2f78c8cb7d,1,0,0,1,0,0.35,2025-11-02 12:48:01,2025-11-02 12:48:01
cust_517a881506b69147,1,0,0,1,1,0.35,2025-12-19 14:59:08,2025-12-19 14:59:08
cust_519b5e93d4ded064,1,0,0,1,0,0.35,2025-12-03 18:43:52,2025-12-03 18:43:52
cust_524ca4e12bee8950,1,0,0,1,1,0.35,2025-12-21 18:24:51,2025-12-21 18:24:51
cust_544c9a2048258dc6,1,0,0,1,1,0.35,2026-01-16 16:03:49,2026-01-16 16:03:49
cust_556f9f7ddca0faad,1,0,0,1,1,0.35,2025-11-12 11:16:04,2025-11-12 11:16:04
cust_5658c583b4df689c,1,0,0,1,0,0.35,2026-01-09 13:57:35,2026-01-09 13:57:35
cust_5817f0599fb339c5,1,1,0,0,1,0.35,2025-11-29 20:16:50,2025-11-29 20:16:50
cust_5b1e5e72764f468f,1,0,0,1,1,0.35,2026-01-25 12:14:11,2026-01-25 12:14:11
cust_5b2ecb2eb5947d18,1,0,0,1,1,0.35,2026-01-27 12:08:58,2026-01-27 12:08:58
cust_5cbdd1b5ad7b49f1,1,0,0,1,1,0.35,2025-12-19 13:31:14,2025-12-19 13:31:14
cust_5cdbf3b363b8e042,1,0,0,1,1,0.35,2025-12-16 11:46:49,2025-12-16 11:46:49
cust_5d87307d7f5a886c,1,0,0,1,0,0.35,2026-01-21 12:12:16,2026-01-21 12:12:16
cust_5e7b9fc2ebd1bb8a,1,1,0,0,0,0.35,2025-11-14 16:14:32,2025-11-14 16:14:32
cust_5f3948f495402f70,1,1,0,0,1,0.35,2026-01-24 09:09:13,2026-01-24 09:09:13
cust_6199b73904de56fc,1,0,0,1,0,0.35,2025-12-23 09:36:46,2025-12-23 09:36:46
cust_63debb7ee621a504,1,0,0,1,0,0.35,2026-01-26 15:18:05,2026-01-26 15:18:05
cust_656bdd9f924feb65,1,0,0,1,1,0.35,2025-12-21 10:57:19,2025-12-21 10:57:19
cust_6597cb61bd9fa539,1,0,0,1,0,0.35,2025-12-26 18:53:01,2025-12-26 18:53:01
cust_6670d505d427bc3c,1,0,0,1,1,0.35,2026-01-04 18:04:26,2026-01-04 18:04:26
cust_675ad878fcc7dfb2,1,0,0,1,0,0.35,2025-11-16 11:06:41,2025-11-16 11:06:41
cust_68df8a0ff7fff9ba,1,0,0,1,1,0.35,2025-12-31 17:43:28,2025-12-31 17:43:28
cust_69bc94a0009dd37a,1,0,0,1,1,0.35,2025-12-07 11:51:29,2025-12-07 11:51:29
cust_6c8725998ee9f4e9,1,0,0,1,1,0.35,2026-01-02 19:29:33,2026-01-02 19:29:33
cust_6dc4c9a9de1e8e10,1,0,0,1,0,0.35,2026-01-29 13:44:31,2026-01-29 13:44:31
cust_6e9c97743b5d214c,1,0,0,1,0,0.35,2026-01-15 12:59:29,2026-01-15 12:59:29
cust_706b27748024caf2,1,0,0,1,1,0.35,2026-01-06 11:08:49,2026-01-06 11:08:49
cust_75194f7beae17a63,1,0,0,1,1,0.35,2026-01-19 12:00:03,2026-01-19 12:00:03
cust_7552115d2ab0b2e6,1,0,0,1,1,0.35,2026-01-05 16:54:08,2026-01-05 16:54:08
cust_779d6fe27982b72e,1,0,0,1,1,0.35,2025-11-19 13:54:59,2025-11-19 13:54:59
cust_77b6fc4fb9c4fb53,1,0,0,1,1,0.35,2026-01-20 13:34:59,2026-01-20 13:34:59
cust_7a0537d83b7975db,1,0,0,1,1,0.35,2025-11-05 08:51:12,2025-11-05 08:51:12
cust_7a210bd585feb112,1,0,0,1,1,0.35,2026-01-11 13:18:34,2026-01-11 13:18:34
cust_7a9ef44eec807e2d,1,0,0,1,1,0.35,2025-12-02 15:53:00,2025-12-02 15:53:00
cust_7bbef6b79e273475,1,0,0,1,1,0.35,2025-11-10 15:14:41,2025-11-10 15:14:41
cust_7cfd6f4d6ecc9b27,1,0,0,1,0,0.35,2026-01-27 12:22:06,2026-01-27 12:22:06
cust_828f83630612614d,1,0,0,1,0,0.35,2026-01-21 11:48:52,2026-01-21 11:48:52
cust_87ab789963d7175d,1,0,0,1,1,0.35,2026-01-19 08:55:22,2026-01-19 08:55:22
cust_8834013fe0fe96e4,1,0,0,1,0,0.35,2026-01-01 14:12:24,2026-01-01 14:12:24
cust_88c715fe068e46fa,1,0,0,1,0,0.35,2026-01-13 11:01:19,2026-01-13 11:01:19
cust_8b8984afb1035ca0,1,0,0,1,1,0.35,2026-01-07 16:50:47,2026-01-07 16:50:47
cust_8cb34868715af9c0,1,0,0,1,1,0.35,2025-12-25 10:50:04,2025-12-25 10:50:04
cust_8eea23882cb81ece,1,0,0,1,1,0.35,2025-12-11 19:24:09,2025-12-11 19:24:09
cust_9004c44b223840e3,1,0,0,1,1,0.35,2025-11-18 14:22:53,2025-11-18 14:22:53
cust_90a41ba9659e6221,1,0,0,1,1,0.35,2025-12-10 20:48:21,2025-12-10 20:48:21
cust_91a6428099ce4217,1,0,0,1,0,0.35,2026-01-21 14:09:08,2026-01-21 14:09:08
cust_935bc87bca1996aa,1,0,0,1,1,0.35,2025-12-24 15:29:37,2025-12-24 15:29:37
cust_9405fc3a57444647,1,0,0,1,0,0.35,2025-12-18 12:20:34,2025-12-18 12:20:34
cust_95e3113ae76e8842,1,0,0,1,0,0.35,2025-11-17 16:14:54,2025-11-17 16:14:54
cust_975dce401341b724,1,0,0,1,0,0.35,2025-12-17 15:19:37,2025-12-17 15:19:37
cust_9bbe2ee7b71ae2b4,1,0,0,1,0,0.35,2025-12-19 09:52:52,2025-12-19 09:52:52
cust_9bbed6f898b1c2a9,1,0,0,1,1,0.35,2026-01-27 10:20:21,2026-01-27 10:20:21
cust_9dfd8133772dead3,1,0,0,1,0,0.35,2025-11-05 08:59:37,2025-11-05 08:59:37
cust_9e08ba8932495351,1,0,0,1,1,0.35,2025-11-08 15:20:30,2025-11-08 15:20:30
cust_9f66d9f4a282fbdb,1,0,0,1,1,0.35,2025-11-24 17:20:52,2025-11-24 17:20:52
cust_a10c31323c115709,1,0,0,1,1,0.35,2025-12-03 17:29:23,2025-12-03 17:29:23
cust_a5c2d40c55e261cc,1,0,0,1,1,0.35,2026-01-11 14:23:23,2026-01-11 14:23:23
cust_a5fc684b2b67d678,1,0,0,1,1,0.35,2025-12-05 09:08:41,2025-12-05 09:08:41
cust_a89cc47fec1b207b,1,0,0,1,0,0.35,2025-12-11 17:54:51,2025-12-11 17:54:51
cust_a8cd116dda53076b,1,0,0,1,0,0.35,2026-01-23 15:52:54,2026-01-23 15:52:54
cust_aae1bdb7a1a76282,1,0,0,1,0,0.35,2026-01-14 05:04:27,2026-01-14 05:04:27
cust_ab8fd3654d5d85cb,1,1,0,0,1,0.35,2026-01-03 11:08:17,2026-01-03 11:08:17
cust_ae53822575620893,1,0,0,1,0,0.35,2025-12-23 12:39:38,2025-12-23 12:39:38
cust_aff40419df1e6810,1,0,0,1,0,0.35,2025-11-26 13:08:22,2025-11-26 13:08:22
cust_b0045af4313004c1,1,0,0,1,0,0.35,2025-12-29 14:20:16,2025-12-29 14:20:16
cust_b05da12e060b8f08,1,0,0,1,1,0.35,2025-12-31 17:58:35,2025-12-31 17:58:35
cust_b0ac5d8075a01506,1,0,0,1,1,0.35,2026-01-28 15:05:26,2026-01-28 15:05:26
cust_b0d1bfca8b7bade1,1,1,0,0,1,0.35,2026-01-22 19:39:43,2026-01-22 19:39:43
cust_b0d7f1945903535c,1,0,0,1,0,0.35,2025-12-18 00:33:41,2025-12-18 00:33:41
cust_b0eee56dfd180912,1,0,0,1,1,0.35,2025-11-09 11:41:01,2025-11-09 11:41:01
cust_b0f4155d1e947e2c,1,0,0,1,1,0.35,2026-01-20 17:03:29,2026-01-20 17:03:29
cust_b5d8187fda4b28d6,1,0,0,1,0,0.35,2026-01-08 14:00:45,2026-01-08 14:00:45
cust_b700d9ffb5bdbd57,1,0,0,1,1,0.35,2026-01-19 13:07:18,2026-01-19 13:07:18
cust_b792026f666f8135,1,0,0,1,0,0.35,2025-12-20 19:51:07,2025-12-20 19:51:07
cust_b8b17bd7eaf8ed90,1,0,0,1,0,0.35,2026-01-07 12:59:44,2026-01-07 12:59:44
cust_bc0c7bdcc91d3f9f,1,0,0,1,0,0.35,2026-01-02 16:26:28,2026-01-02 16:26:28
cust_befd3380cfcec1f7,1,1,0,0,1,0.35,2025-12-04 17:25:37,2025-12-04 17:25:37
cust_bfeb25c6383fa81d,1,0,0,1,0,0.35,2026-01-15 13:06:16,2026-01-15 13:06:16
cust_c025e27e66288ff6,1,0,0,1,0,0.35,2025-12-02 16:27:13,2025-12-02 16:27:13
cust_c075ad1810848cf2,1,0,0,1,1,0.35,2025-12-05 18:36:56,2025-12-05 18:36:56
cust_c12ca46ac9a6511a,1,0,0,1,0,0.35,2026-01-09 14:14:56,2026-01-09 14:14:56
cust_c43e6a9cf9019d4d,1,0,0,1,0,0.35,2026-01-27 08:49:23,2026-01-27 08:49:23
cust_c5f8c77092e13073,1,0,0,1,0,0.35,2025-12-09 10:20:51,2025-12-09 10:20:51
cust_c6108cb04069d398,1,0,0,1,0,0.35,2026-01-20 13:08:47,2026-01-20 13:08:47
cust_c65359615e4653fd,1,0,0,1,1,0.35,2025-12-08 14:05:02,2025-12-08 14:05:02
cust_c78d7fa097d796cd,1,0,0,1,1,0.35,2025-11-21 15:34:00,2025-11-21 15:34:00
cust_c7b246d9854d6f7f,1,0,0,1,0,0.35,2025-12-31 18:36:06,2025-12-31 18:36:06
cust_c8194b6737bad20d,1,1,0,0,1,0.35,2026-01-03 17:35:53,2026-01-03 17:35:53
cust_cbef58df3a64700f,1,0,0,1,1,0.35,2025-11-19 12:21:00,2025-11-19 12:21:00
cust_cdb65e3ad9b08b3f,1,1,0,0,0,0.35,2025-12-09 16:45:22,2025-12-09 16:45:22
cust_cde7a115a867780a,1,0,0,1,0,0.35,2026-01-11 10:35:10,2026-01-11 10:35:10
cust_cefe86c89d59ca27,1,0,0,1,1,0.35,2025-12-03 10:26:58,2025-12-03 10:26:58
cust_d0c2c531e74064eb,1,0,0,1,0,0.35,2026-01-13 11:12:41,2026-01-13 11:12:41
cust_d4de258ce888234b,1,0,0,1,0,0.35,2025-12-29 11:30:39,2025-12-29 11:30:39
cust_d63d095970843b09,1,1,0,0,1,0.35,2025-11-04 18:37:34,2025-11-04 18:37:34
cust_d65ab5c28fbe88c6,1,0,0,1,0,0.35,2026-01-01 09:24:30,2026-01-01 09:24:30
cust_d700c403bf11d19b,1,0,0,1,0,0.35,2025-12-14 16:54:15,2025-12-14 16:54:15
cust_d764675619daf2d4,1,0,0,1,1,0.35,2026-01-11 11:04:26,2026-01-11 11:04:26
cust_d7b09737429dbbcf,1,0,0,1,0,0.35,2026-01-06 18:33:15,2026-01-06 18:33:15
cust_d845967273f67faa,1,0,0,1,0,0.35,2025-11-12 18:04:39,2025-11-12 18:04:39
cust_d9f384516c0c9089,1,0,0,1,1,0.35,2026-01-14 08:10:30,2026-01-14 08:10:30
cust_db285e69eb7ca2a9,1,0,0,1,1,0.35,2025-12-23 12:33:31,2025-12-23 12:33:31
cust_db7e01290a40f8bd,1,0,0,1,1,0.35,2025-11-11 16:25:05,2025-11-11 16:25:05
cust_dbd82f79cc85ba69,1,0,0,1,0,0.35,2025-11-23 11:22:54,2025-11-23 11:22:54
cust_dca263f2b4fc64d2,1,0,0,1,0,0.35,2025-12-06 12:01:11,2025-12-06 12:01:11
cust_dcf9846a1cddf677,1,0,0,1,0,0.35,2025-12-23 11:45:06,2025-12-23 11:45:06
cust_dd2c04db3006665c,1,0,0,1,1,0.35,2025-12-19 08:42:06,2025-12-19 08:42:06
cust_dea3110e5d24ba98,1,0,0,1,0,0.35,2025-12-25 09:50:58,2025-12-25 09:50:58
cust_e0af9e9702c5af06,1,0,0,1,0,0.35,2026-01-10 18:13:22,2026-01-10 18:13:22
cust_e45592d8cda8e9b8,1,0,0,1,1,0.35,2025-12-01 09:59:47,2025-12-01 09:59:47
cust_e4849652557c034b,1,0,0,1,0,0.35,2025-12-02 13:35:40,2025-12-02 13:35:40
cust_ebd51e4356815633,1,0,0,1,0,0.35,2026-01-07 12:28:17,2026-01-07 12:28:17
cust_eda676882d76f150,1,1,0,0,0,0.35,2025-12-03 13:04:17,2025-12-03 13:04:17
cust_ee791282c20b51ff,1,0,0,1,1,0.35,2026-01-27 12:55:17,2026-01-27 12:55:17
cust_ef3d601478594aa4,1,0,0,1,1,0.35,2026-01-07 15:00:34,2026-01-07 15:00:34
cust_efb7bb9fede79e60,1,0,0,1,1,0.35,2025-11-20 11:20:13,2025-11-20 11:20:13
cust_f08a864c0d91bf11,1,0,0,1,1,0.35,2026-01-13 17:14:42,2026-01-13 17:14:42
cust_f0d2d5ba90858d58,1,0,0,1,0,0.35,2025-12-03 12:08:13,2025-12-03 12:08:13
cust_f0f699544615a97f,1,0,0,1,1,0.35,2025-12-06 14:45:08,2025-12-06 14:45:08
cust_f181529d20c91dd9,1,0,0,1,1,0.35,2025-12-11 14:34:03,2025-12-11 14:34:03
cust_f1da5d2ef9c944ec,1,0,0,1,1,0.35,2026-01-24 09:06:30,2026-01-24 09:06:30
cust_f28f98a48b8779b1,1,0,0,1,1,0.35,2025-12-28 14:43:59,2025-12-28 14:43:59
cust_f42487b9c0b07356,1,0,0,1,0,0.35,2025-11-12 17:09:29,2025-11-12 17:09:29
cust_f8fcb55b5d5d7e8f,1,0,0,1,1,0.35,2025-12-27 14:21:17,2025-12-27 14:21:17
cust_fb6645d65c90ef28,1,0,0,1,1,0.35,2025-11-22 16:06:47,2025-11-22 16:06:47
cust_fba8ed87cffb20d6,1,0,0,1,1,0.35,2026-01-01 18:00:16,2026-01-01 18:00:16
cust_fca0922c9c284c4e,1,0,0,1,1,0.35,2026-01-09 15:25:56,2026-01-09 15:25:56
cust_fd690f953da83446,1,0,0,1,1,0.35,2025-11-13 13:24:01,2025-11-13 13:24:01
cust_fdaca0aacb6125f6,1,0,0,1,0,0.35,2025-11-29 09:15:17,2025-11-29 09:15:17
cust_feac2c1b47937890,1,0,0,1,1,0.35,2025-12-05 11:49:34,2025-12-05 11:49:34
cust_ffc647617c3cee13,1,0,0,1,1,0.35,2025-12-03 14:53:55,2025-12-03 14:53:55
cust_2b38bebdb4a3ae8b,1,0,0,1,0,0.34964285714285714,2026-01-04 14:34:25,2026-01-04 14:34:25
cust_61d9af2b2b28b085,1,0,0,1,0,0.34932142857142856,2026-01-11 12:01:06,2026-01-11 12:01:06
cust_e63dad8cd4b138db,1,0,0,1,0,0.34925,2026-01-04 13:47:03,2026-01-04 13:47:03
cust_5df429a2e9468068,1,0,0,1,1,0.3490714285714286,2025-11-14 12:23:05,2025-11-14 12:23:05
cust_ec95f634cbafdcc0,1,0,0,1,1,0.3485,2025-11-28 20:52:15,2025-11-28 20:52:15
cust_31a6bc8e02961185,1,0,0,1,0,0.3484642857142857,2026-01-08 16:22:30,2026-01-08 16:22:30
cust_57ea2a51fcdb9559,1,0,0,1,0,0.34814285714285714,2025-12-01 10:11:10,2025-12-01 10:11:10
cust_a3d7ec83c944bcbd,1,0,0,1,0,0.34814285714285714,2025-12-11 20:39:35,2025-12-11 20:39:35
cust_61d39099fe4a68b6,1,0,0,1,0,0.34803571428571434,2025-12-05 11:08:40,2025-12-05 11:08:40
cust_a5006cf78602a91f,1,0,0,1,1,0.34750000000000003,2026-01-23 16:49:01,2026-01-23 16:49:01
cust_591b060e3572d3c4,1,0,0,1,0,0.34714285714285714,2025-12-27 16:04:38,2025-12-27 16:04:38
cust_7faa5c3299879d11,1,0,0,1,0,0.3467142857142857,2026-01-13 14:43:36,2026-01-13 14:43:36
cust_fc51d7cf5dcd4acc,1,0,0,1,0,0.3465357142857143,2025-11-28 17:10:37,2025-11-28 17:10:37
cust_ac2c9d51c6aa507a,1,1,0,0,1,0.34610714285714284,2025-12-04 01:47:34,2025-12-04 01:47:34
cust_b74c49754184726c,1,0,0,1,1,0.3458928571428571,2025-12-23 19:43:14,2025-12-23 19:43:14
cust_e113ef9488c50826,1,0,0,1,1,0.34582142857142856,2026-01-07 15:43:38,2026-01-07 15:43:38
cust_7e47f7d756b5e166,1,1,0,0,0,0.3455357142857143,2025-11-13 11:28:03,2025-11-13 11:28:03
cust_8c89b7753fd296fa,1,0,0,1,0,0.3449642857142857,2025-12-28 20:06:24,2025-12-28 20:06:24
cust_ba5f43c090ee34af,1,0,0,1,1,0.3442857142857143,2025-11-06 13:52:13,2025-11-06 13:52:13
cust_287de9817195e2ee,1,0,0,1,1,0.34417857142857144,2026-01-21 12:37:10,2026-01-21 12:37:10
cust_e4a0ab610fac984f,1,0,0,1,0,0.34417857142857144,2025-12-01 13:48:18,2025-12-01 13:48:18
cust_3994c6afb4b33163,1,0,0,1,0,0.34375,2025-12-18 16:55:36,2025-12-18 16:55:36
cust_502f6f2bbd497f0b,1,0,0,1,0,0.34339285714285717,2026-01-12 16:21:07,2026-01-12 16:21:07
cust_7095dabc209dc978,1,0,0,1,1,0.34335714285714286,2025-12-25 17:29:57,2025-12-25 17:29:57
cust_42324c8a6f3bdee3,1,0,0,1,1,0.34332142857142856,2026-01-27 10:15:50,2026-01-27 10:15:50
cust_e6ba0ba452f35f52,1,0,0,1,0,0.34282142857142855,2026-01-04 05:24:27,2026-01-04 05:24:27
cust_04af851737a2a262,1,0,0,1,1,0.3426785714285714,2025-11-23 13:16:52,2025-11-23 13:16:52
cust_024b39e83fcd9ce0,1,0,0,1,1,0.3424285714285714,2026-01-08 14:57:03,2026-01-08 14:57:03
cust_8ed17505492b79df,1,0,0,1,1,0.34217857142857144,2026-01-14 19:14:56,2026-01-14 19:14:56
cust_9e52c92d236f43a6,1,0,0,1,1,0.3415714285714286,2026-01-18 13:28:33,2026-01-18 13:28:33
cust_23c433a48279eb67,1,0,0,1,0,0.3412142857142857,2026-01-14 14:13:23,2026-01-14 14:13:23
cust_5e35e132354a21e1,1,0,0,1,0,0.3412142857142857,2026-01-09 13:06:31,2026-01-09 13:06:31
cust_932b618e094a8916,1,0,0,1,1,0.3410714285714286,2025-11-06 16:09:41,2025-11-06 16:09:41
cust_9f6f08ff0ba79fae,1,1,0,0,1,0.3410357142857143,2026-01-29 10:54:40,2026-01-29 10:54:40
cust_15e34b4916c3bf08,1,0,0,1,1,0.3407857142857143,2025-12-22 11:16:29,2025-12-22 11:16:29
cust_e0d6e373a0861220,1,0,0,1,1,0.3405714285714286,2026-01-03 15:03:44,2026-01-03 15:03:44
cust_e0e95866e6a04c4f,1,0,0,1,1,0.3400714285714286,2025-12-24 14:23:10,2025-12-24 14:23:10
cust_9529be50fded5886,1,0,0,1,1,0.3399285714285714,2026-01-09 10:27:29,2026-01-09 10:27:29
cust_2fbde26bd58a22db,1,0,0,1,0,0.3395357142857143,2025-12-29 15:52:29,2025-12-29 15:52:29
cust_7ea87d390d5b2194,1,0,0,1,0,0.3395,2025-12-09 09:44:21,2025-12-09 09:44:21
cust_2c04c977d52a915a,1,0,0,1,1,0.33939285714285716,2025-12-23 22:26:32,2025-12-23 22:26:32
cust_0765fdb96ae3124e,1,0,0,1,1,0.33925,2026-01-20 08:49:14,2026-01-20 08:49:14
cust_660092ce2b553713,1,0,0,1,0,0.3392142857142857,2025-11-27 11:58:33,2025-11-27 11:58:33
cust_0839b5f06f1a594c,1,0,0,1,0,0.3388214285714286,2025-12-16 14:02:12,2025-12-16 14:02:12
cust_b204debd606c9cd5,1,0,0,1,0,0.3379642857142857,2025-11-20 10:32:20,2025-11-20 10:32:20
cust_ee3ed595e68880c3,1,0,0,1,1,0.33785714285714286,2025-11-07 20:31:38,2025-11-07 20:31:38
cust_50d4e5f83cc00231,1,0,0,1,0,0.33721428571428574,2026-01-20 13:51:22,2026-01-20 13:51:22
cust_dc24c6c530698bd6,1,0,0,1,0,0.3371071428571428,2025-11-18 15:03:07,2025-11-18 15:03:07
cust_df06ce9d6585ed10,1,0,0,1,0,0.3368214285714286,2025-12-14 09:11:17,2025-12-14 09:11:17
cust_4e862c6737587d78,1,0,0,1,1,0.3367857142857143,2025-11-19 18:36:04,2025-11-19 18:36:04
cust_b9ee62398e15f27e,1,1,0,0,0,0.33599999999999997,2025-11-11 17:56:05,2025-11-11 17:56:05
cust_45eb1cdc219e5c9b,1,0,0,1,1,0.3355714285714286,2025-12-29 16:04:16,2025-12-29 16:04:16
cust_a2989b5de4a9ac62,1,0,0,1,0,0.33517857142857144,2026-01-14 13:55:04,2026-01-14 13:55:04
cust_330853ba6b006d23,1,0,0,1,0,0.3351071428571428,2025-11-22 13:58:27,2025-11-22 13:58:27
cust_4d878f4c0f44b4c7,1,0,0,1,0,0.3350714285714286,2026-01-13 16:26:46,2026-01-13 16:26:46
cust_329e8651441ef3f4,1,0,0,1,1,0.33467857142857144,2025-12-07 11:14:06,2025-12-07 11:14:06
cust_ea55f496c3eb0e43,1,0,0,1,0,0.3344285714285714,2026-01-15 13:57:43,2026-01-15 13:57:43
cust_9f66af4010e2d848,1,0,0,1,0,0.3342857142857143,2026-01-26 17:55:03,2026-01-26 17:55:03
cust_7c5c92412a5f7d2b,1,0,0,1,1,0.3342142857142857,2025-12-22 15:48:08,2025-12-22 15:48:08
cust_3e96589ff5a677ff,1,0,0,1,1,0.33417857142857144,2026-01-09 14:32:20,2026-01-09 14:32:20
cust_dbfd2093c57fc5ac,1,1,0,0,0,0.3341428571428572,2026-01-09 11:36:45,2026-01-09 11:36:45
cust_98eaa683ecec3e57,1,0,0,1,0,0.3340714285714286,2025-11-18 16:08:19,2025-11-18 16:08:19
cust_78ccc08a78feefc2,1,0,0,1,0,0.33403571428571427,2025-12-24 08:15:13,2025-12-24 08:15:13
cust_fbe2fa718fb842cc,1,0,0,1,0,0.3334285714285714,2025-12-21 16:26:17,2025-12-21 16:26:17
cust_1173229bfcb5f46c,1,0,0,1,0,0.33335714285714285,2026-01-27 08:00:54,2026-01-27 08:00:54
cust_7b013a8fffa5c5bd,1,0,0,1,1,0.33317857142857144,2026-01-27 16:33:42,2026-01-27 16:33:42
cust_d78103d2de2076fc,1,0,0,1,0,0.3331071428571429,2025-12-23 17:48:43,2025-12-23 17:48:43
cust_87c38e18e1a4a576,1,0,0,1,0,0.3330714285714286,2026-01-29 05:19:34,2026-01-29 05:19:34
cust_19f52d9c0546fff6,1,0,0,1,0,0.33299999999999996,2025-12-03 10:39:32,2025-12-03 10:39:32
cust_a015d48f55366e45,1,0,0,1,0,0.3329642857142857,2025-12-23 18:28:29,2025-12-23 18:28:29
cust_94ee8f465600c562,1,0,0,1,0,0.33225,2025-12-25 14:31:56,2025-12-25 14:31:56
cust_b3534bf06fd2459e,1,0,0,1,1,0.3321428571428572,2025-11-28 12:15:29,2025-11-28 12:15:29
cust_baa734d82c3fa8b7,1,0,0,1,0,0.33171428571428574,2025-12-05 13:50:16,2025-12-05 13:50:16
cust_e885e74119c563aa,1,1,0,0,0,0.3311428571428572,2025-11-24 13:38:42,2025-11-24 13:38:42
cust_6235df3bd5e70292,1,0,0,1,1,0.3298214285714286,2025-11-27 14:25:12,2025-11-27 14:25:12
cust_fc33d29fc4eec957,1,0,0,1,0,0.32971428571428574,2025-11-26 12:08:15,2025-11-26 12:08:15
cust_5a9f1ac94774cb43,1,0,0,1,1,0.3295,2025-12-21 18:07:49,2025-12-21 18:07:49
cust_6fe6828366da2871,1,0,0,1,0,0.32939285714285715,2025-11-21 11:48:36,2025-11-21 11:48:36
cust_f115e774e8f1b650,1,0,0,1,1,0.32939285714285715,2025-12-26 10:28:47,2025-12-26 10:28:47
cust_26d8c08c5d018b33,1,0,0,1,0,0.3292857142857143,2026-01-18 20:14:17,2026-01-18 20:14:17
cust_6045755cf1f2b8f1,1,0,0,1,0,0.3291071428571429,2025-12-16 15:16:42,2025-12-16 15:16:42
cust_7933e4804d9a196e,1,0,0,1,1,0.32903571428571426,2025-12-19 17:40:08,2025-12-19 17:40:08
cust_d1490010fe58142b,1,0,0,1,0,0.32903571428571426,2026-01-06 13:03:00,2026-01-06 13:03:00
cust_a8060bdedfae4076,1,0,0,1,1,0.329,2025-12-21 12:55:27,2025-12-21 12:55:27
cust_0091b28cd4782fef,1,0,0,1,1,0.3288928571428571,2025-12-24 16:34:45,2025-12-24 16:34:45
cust_d6d73179f800186c,1,1,0,0,0,0.3288214285714286,2026-01-20 12:43:37,2026-01-20 12:43:37
cust_866640d60159d909,1,0,0,1,1,0.32875,2025-12-24 12:01:06,2025-12-24 12:01:06
cust_4bf94e772104a8e0,1,0,0,1,1,0.3286428571428571,2025-12-12 11:42:59,2025-12-12 11:42:59
cust_d6c887b2e42f7676,1,0,0,1,1,0.3286428571428571,2025-11-17 17:34:45,2025-11-17 17:34:45
cust_f07208517a89de41,1,0,0,1,1,0.3286071428571429,2025-12-28 13:28:35,2025-12-28 13:28:35
cust_124eb66f5feaed8f,1,0,0,1,1,0.32839285714285715,2025-11-17 12:11:14,2025-11-17 12:11:14
cust_a93bcd0fe7f884a5,1,0,0,1,0,0.32835714285714285,2026-01-14 14:47:05,2026-01-14 14:47:05
cust_0135dfb6984abfd5,1,0,0,1,1,0.32817857142857143,2025-11-04 13:38:02,2025-11-04 13:38:02
cust_a1a39c7358741a66,1,0,0,1,0,0.3278214285714286,2025-11-27 08:06:00,2025-11-27 08:06:00
